,SampleDate,CollectionTime,Analyte,Unit,Result,MDL,RL,Latitude,Longitude,Project,coordinates_x,Date,Name,Elevation (ft),ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa),coordinates_y
381,2022-03-29T00:00:00,09:25,"Turbidity, Total",NTU,15.0,0.017,0.1,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
382,2022-03-29T00:00:00,09:25,pH,none,7.63,0.1,0.1,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
383,2022-03-29T00:00:00,09:25,"Mercury, Total",ug/L,,0.017,0.05,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
384,2022-03-29T00:00:00,09:25,"Total Suspended Solids, Total",mg/L,33.0,-88.0,5.0,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
385,2022-03-29T00:00:00,09:25,"Total Suspended Solids, Volatile",mg/L,9.0,3.1,5.0,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
386,2022-03-29T00:00:00,09:25,"Silver, Total",ug/L,,0.13,0.2,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
387,2022-03-29T00:00:00,09:25,"Arsenic, Total",ug/L,11.0,0.074,0.4,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
388,2022-03-29T00:00:00,09:25,"Cadmium, Total",ug/L,,0.042,0.2,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
389,2022-03-29T00:00:00,09:25,"Chromium, Total",ug/L,0.83,0.089,0.2,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
390,2022-03-29T00:00:00,09:25,"Copper, Total",ug/L,6.4,0.23,0.5,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
391,2022-03-29T00:00:00,09:25,"Iron, Total",ug/L,560.0,3.9,20.0,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
392,2022-03-29T00:00:00,09:25,"Nickel, Total",ug/L,,0.16,2.0,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
393,2022-03-29T00:00:00,09:25,"Lead, Total",ug/L,0.51,0.083,0.2,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
394,2022-03-29T00:00:00,09:25,"Selenium, Total",ug/L,0.9,0.067,0.4,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
395,2022-03-29T00:00:00,09:25,"Thallium, Total",ug/L,,0.021,0.2,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
396,2022-03-29T00:00:00,09:25,"Zinc, Total",ug/L,,1.7,10.0,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
397,2022-03-29T00:00:00,09:25,"SpecificConductivity, Total",uS/cm,410.0,1.1,2.0,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
398,2022-03-29T00:00:00,09:25,"Ammonia as N, Total",mg/L,,0.017,0.1,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
399,2022-03-29T00:00:00,09:25,"Nitrogen, Total Kjeldahl, Total",mg/L,1.7,0.065,0.1,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
400,2022-03-29T00:00:00,09:25,"Nitrate + Nitrite as N, Total",mg/L,2.0,0.036,0.2,33.5774,-117.6129,Los Patrones Monitoring Project,"(33.5774, -117.6129)",2022-03-29,Las Flores,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5774, -117.6129)"
401,2022-03-29T00:00:00,10:25,"Mercury, Dissolved",ug/L,,0.017,0.05,33.5603,-117.608,Los Patrones Monitoring Project,"(33.5603, -117.608)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5603, -117.608)"
402,2022-03-29T00:00:00,10:25,"Silver, Dissolved",ug/L,,0.13,0.2,33.5603,-117.608,Los Patrones Monitoring Project,"(33.5603, -117.608)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5603, -117.608)"
403,2022-03-29T00:00:00,10:25,"Arsenic, Dissolved",ug/L,1.4,0.074,0.4,33.5603,-117.608,Los Patrones Monitoring Project,"(33.5603, -117.608)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5603, -117.608)"
404,2022-03-29T00:00:00,10:25,"Cadmium, Dissolved",ug/L,0.31,0.042,0.2,33.5603,-117.608,Los Patrones Monitoring Project,"(33.5603, -117.608)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5603, -117.608)"
405,2022-03-29T00:00:00,10:25,"Chromium, Dissolved",ug/L,1.8,0.089,0.2,33.5603,-117.608,Los Patrones Monitoring Project,"(33.5603, -117.608)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5603, -117.608)"
406,2022-03-29T00:00:00,10:25,"Copper, Dissolved",ug/L,4.2,0.23,0.5,33.5603,-117.608,Los Patrones Monitoring Project,"(33.5603, -117.608)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5603, -117.608)"
407,2022-03-29T00:00:00,10:25,"Iron, Dissolved",ug/L,21.0,3.9,20.0,33.5603,-117.608,Los Patrones Monitoring Project,"(33.5603, -117.608)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5603, -117.608)"
408,2022-03-29T00:00:00,10:25,"Nickel, Dissolved",ug/L,,0.16,2.0,33.5603,-117.608,Los Patrones Monitoring Project,"(33.5603, -117.608)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5603, -117.608)"
409,2022-03-29T00:00:00,10:25,"Lead, Dissolved",ug/L,,0.083,0.2,33.5603,-117.608,Los Patrones Monitoring Project,"(33.5603, -117.608)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5603, -117.608)"
410,2022-03-29T00:00:00,10:25,"Selenium, Dissolved",ug/L,,0.067,0.4,33.5603,-117.608,Los Patrones Monitoring Project,"(33.5603, -117.608)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5603, -117.608)"
411,2022-03-29T00:00:00,10:25,"Thallium, Dissolved",ug/L,,0.021,0.2,33.5603,-117.608,Los Patrones Monitoring Project,"(33.5603, -117.608)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5603, -117.608)"
412,2022-03-29T00:00:00,10:25,"Zinc, Dissolved",ug/L,,1.7,10.0,33.5603,-117.608,Los Patrones Monitoring Project,"(33.5603, -117.608)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5603, -117.608)"
413,2022-03-29T00:00:00,10:40,"Mercury, Dissolved",ug/L,,0.017,0.05,33.5599,-117.6079,Los Patrones Monitoring Project,"(33.5599, -117.6079)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5599, -117.6079)"
414,2022-03-29T00:00:00,10:40,"Silver, Dissolved",ug/L,,0.13,0.2,33.5599,-117.6079,Los Patrones Monitoring Project,"(33.5599, -117.6079)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5599, -117.6079)"
415,2022-03-29T00:00:00,10:40,"Arsenic, Dissolved",ug/L,4.1,0.074,0.4,33.5599,-117.6079,Los Patrones Monitoring Project,"(33.5599, -117.6079)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5599, -117.6079)"
416,2022-03-29T00:00:00,10:40,"Cadmium, Dissolved",ug/L,,0.042,0.2,33.5599,-117.6079,Los Patrones Monitoring Project,"(33.5599, -117.6079)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5599, -117.6079)"
417,2022-03-29T00:00:00,10:40,"Chromium, Dissolved",ug/L,2.5,0.089,0.2,33.5599,-117.6079,Los Patrones Monitoring Project,"(33.5599, -117.6079)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5599, -117.6079)"
418,2022-03-29T00:00:00,10:40,"Copper, Dissolved",ug/L,8.3,0.23,0.5,33.5599,-117.6079,Los Patrones Monitoring Project,"(33.5599, -117.6079)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5599, -117.6079)"
419,2022-03-29T00:00:00,10:40,"Iron, Dissolved",ug/L,30.0,3.9,20.0,33.5599,-117.6079,Los Patrones Monitoring Project,"(33.5599, -117.6079)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5599, -117.6079)"
420,2022-03-29T00:00:00,10:40,"Nickel, Dissolved",ug/L,,0.16,2.0,33.5599,-117.6079,Los Patrones Monitoring Project,"(33.5599, -117.6079)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5599, -117.6079)"
421,2022-03-29T00:00:00,10:40,"Lead, Dissolved",ug/L,,0.083,0.2,33.5599,-117.6079,Los Patrones Monitoring Project,"(33.5599, -117.6079)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5599, -117.6079)"
422,2022-03-29T00:00:00,10:40,"Selenium, Dissolved",ug/L,,0.067,0.4,33.5599,-117.6079,Los Patrones Monitoring Project,"(33.5599, -117.6079)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5599, -117.6079)"
423,2022-03-29T00:00:00,10:40,"Thallium, Dissolved",ug/L,,0.021,0.2,33.5599,-117.6079,Los Patrones Monitoring Project,"(33.5599, -117.6079)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5599, -117.6079)"
424,2022-03-29T00:00:00,10:40,"Zinc, Dissolved",ug/L,,1.7,10.0,33.5599,-117.6079,Los Patrones Monitoring Project,"(33.5599, -117.6079)",2022-03-29,Ladera Ranch,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5599, -117.6079)"
425,2022-03-29T00:00:00,11:20,"Mercury, Dissolved",ug/L,,0.017,0.05,33.5716,-117.6129,Los Patrones Monitoring Project,"(33.5716, -117.6129)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5716, -117.6129)"
426,2022-03-29T00:00:00,11:20,"Silver, Dissolved",ug/L,,0.13,0.2,33.5716,-117.6129,Los Patrones Monitoring Project,"(33.5716, -117.6129)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5716, -117.6129)"
427,2022-03-29T00:00:00,11:20,"Arsenic, Dissolved",ug/L,10.0,0.074,0.4,33.5716,-117.6129,Los Patrones Monitoring Project,"(33.5716, -117.6129)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5716, -117.6129)"
428,2022-03-29T00:00:00,11:20,"Cadmium, Dissolved",ug/L,,0.042,0.2,33.5716,-117.6129,Los Patrones Monitoring Project,"(33.5716, -117.6129)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5716, -117.6129)"
429,2022-03-29T00:00:00,11:20,"Chromium, Dissolved",ug/L,2.0,0.089,0.2,33.5716,-117.6129,Los Patrones Monitoring Project,"(33.5716, -117.6129)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5716, -117.6129)"
430,2022-03-29T00:00:00,11:20,"Copper, Dissolved",ug/L,5.3,0.23,0.5,33.5716,-117.6129,Los Patrones Monitoring Project,"(33.5716, -117.6129)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5716, -117.6129)"
431,2022-03-29T00:00:00,11:20,"Iron, Dissolved",ug/L,55.0,3.9,20.0,33.5716,-117.6129,Los Patrones Monitoring Project,"(33.5716, -117.6129)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5716, -117.6129)"
432,2022-03-29T00:00:00,11:20,"Nickel, Dissolved",ug/L,,0.16,2.0,33.5716,-117.6129,Los Patrones Monitoring Project,"(33.5716, -117.6129)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5716, -117.6129)"
433,2022-03-29T00:00:00,11:20,"Lead, Dissolved",ug/L,,0.083,0.2,33.5716,-117.6129,Los Patrones Monitoring Project,"(33.5716, -117.6129)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5716, -117.6129)"
434,2022-03-29T00:00:00,11:20,"Selenium, Dissolved",ug/L,0.86,0.067,0.4,33.5716,-117.6129,Los Patrones Monitoring Project,"(33.5716, -117.6129)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5716, -117.6129)"
435,2022-03-29T00:00:00,11:20,"Thallium, Dissolved",ug/L,,0.021,0.2,33.5716,-117.6129,Los Patrones Monitoring Project,"(33.5716, -117.6129)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5716, -117.6129)"
436,2022-03-29T00:00:00,11:20,"Zinc, Dissolved",ug/L,,1.7,10.0,33.5716,-117.6129,Los Patrones Monitoring Project,"(33.5716, -117.6129)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5716, -117.6129)"
437,2022-03-29T00:00:00,11:35,"Mercury, Dissolved",ug/L,,0.017,0.05,33.5705,-117.613,Los Patrones Monitoring Project,"(33.5705, -117.613)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5705, -117.613)"
438,2022-03-29T00:00:00,11:35,"Silver, Dissolved",ug/L,,0.13,0.2,33.5705,-117.613,Los Patrones Monitoring Project,"(33.5705, -117.613)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5705, -117.613)"
439,2022-03-29T00:00:00,11:35,"Arsenic, Dissolved",ug/L,8.9,0.074,0.4,33.5705,-117.613,Los Patrones Monitoring Project,"(33.5705, -117.613)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5705, -117.613)"
440,2022-03-29T00:00:00,11:35,"Cadmium, Dissolved",ug/L,1.1,0.042,0.2,33.5705,-117.613,Los Patrones Monitoring Project,"(33.5705, -117.613)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5705, -117.613)"
441,2022-03-29T00:00:00,11:35,"Chromium, Dissolved",ug/L,0.83,0.089,0.2,33.5705,-117.613,Los Patrones Monitoring Project,"(33.5705, -117.613)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5705, -117.613)"
442,2022-03-29T00:00:00,11:35,"Copper, Dissolved",ug/L,31.0,0.23,0.5,33.5705,-117.613,Los Patrones Monitoring Project,"(33.5705, -117.613)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5705, -117.613)"
443,2022-03-29T00:00:00,11:35,"Iron, Dissolved",ug/L,38.0,3.9,20.0,33.5705,-117.613,Los Patrones Monitoring Project,"(33.5705, -117.613)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5705, -117.613)"
444,2022-03-29T00:00:00,11:35,"Nickel, Dissolved",ug/L,4.0,0.16,2.0,33.5705,-117.613,Los Patrones Monitoring Project,"(33.5705, -117.613)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5705, -117.613)"
445,2022-03-29T00:00:00,11:35,"Lead, Dissolved",ug/L,0.31,0.083,0.2,33.5705,-117.613,Los Patrones Monitoring Project,"(33.5705, -117.613)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5705, -117.613)"
446,2022-03-29T00:00:00,11:35,"Selenium, Dissolved",ug/L,1.8,0.067,0.4,33.5705,-117.613,Los Patrones Monitoring Project,"(33.5705, -117.613)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5705, -117.613)"
447,2022-03-29T00:00:00,11:35,"Thallium, Dissolved",ug/L,,0.021,0.2,33.5705,-117.613,Los Patrones Monitoring Project,"(33.5705, -117.613)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5705, -117.613)"
448,2022-03-29T00:00:00,11:35,"Zinc, Dissolved",ug/L,,1.7,10.0,33.5705,-117.613,Los Patrones Monitoring Project,"(33.5705, -117.613)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5705, -117.613)"
449,2022-03-29T00:00:00,09:50,"Mercury, Dissolved",ug/L,,0.017,0.05,33.5762,-117.6119,Los Patrones Monitoring Project,"(33.5762, -117.6119)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5762, -117.6119)"
450,2022-03-29T00:00:00,09:50,"Silver, Dissolved",ug/L,,0.13,0.2,33.5762,-117.6119,Los Patrones Monitoring Project,"(33.5762, -117.6119)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5762, -117.6119)"
451,2022-03-29T00:00:00,09:50,"Arsenic, Dissolved",ug/L,8.8,0.074,0.4,33.5762,-117.6119,Los Patrones Monitoring Project,"(33.5762, -117.6119)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5762, -117.6119)"
452,2022-03-29T00:00:00,09:50,"Cadmium, Dissolved",ug/L,,0.042,0.2,33.5762,-117.6119,Los Patrones Monitoring Project,"(33.5762, -117.6119)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5762, -117.6119)"
453,2022-03-29T00:00:00,09:50,"Chromium, Dissolved",ug/L,1.6,0.089,0.2,33.5762,-117.6119,Los Patrones Monitoring Project,"(33.5762, -117.6119)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5762, -117.6119)"
454,2022-03-29T00:00:00,09:50,"Copper, Dissolved",ug/L,7.7,0.23,0.5,33.5762,-117.6119,Los Patrones Monitoring Project,"(33.5762, -117.6119)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5762, -117.6119)"
455,2022-03-29T00:00:00,09:50,"Iron, Dissolved",ug/L,54.0,3.9,20.0,33.5762,-117.6119,Los Patrones Monitoring Project,"(33.5762, -117.6119)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5762, -117.6119)"
456,2022-03-29T00:00:00,09:50,"Nickel, Dissolved",ug/L,2.2,0.16,2.0,33.5762,-117.6119,Los Patrones Monitoring Project,"(33.5762, -117.6119)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5762, -117.6119)"
457,2022-03-29T00:00:00,09:50,"Lead, Dissolved",ug/L,,0.083,0.2,33.5762,-117.6119,Los Patrones Monitoring Project,"(33.5762, -117.6119)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5762, -117.6119)"
458,2022-03-29T00:00:00,09:50,"Selenium, Dissolved",ug/L,0.54,0.067,0.4,33.5762,-117.6119,Los Patrones Monitoring Project,"(33.5762, -117.6119)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5762, -117.6119)"
459,2022-03-29T00:00:00,09:50,"Thallium, Dissolved",ug/L,,0.021,0.2,33.5762,-117.6119,Los Patrones Monitoring Project,"(33.5762, -117.6119)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5762, -117.6119)"
460,2022-03-29T00:00:00,09:50,"Zinc, Dissolved",ug/L,,1.7,10.0,33.5762,-117.6119,Los Patrones Monitoring Project,"(33.5762, -117.6119)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5762, -117.6119)"
461,2022-03-29T00:00:00,10:05,"Mercury, Dissolved",ug/L,,0.017,0.05,33.5758,-117.6125,Los Patrones Monitoring Project,"(33.5758, -117.6125)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5758, -117.6125)"
462,2022-03-29T00:00:00,10:05,"Silver, Dissolved",ug/L,,0.13,0.2,33.5758,-117.6125,Los Patrones Monitoring Project,"(33.5758, -117.6125)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5758, -117.6125)"
463,2022-03-29T00:00:00,10:05,"Arsenic, Dissolved",ug/L,6.7,0.074,0.4,33.5758,-117.6125,Los Patrones Monitoring Project,"(33.5758, -117.6125)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5758, -117.6125)"
464,2022-03-29T00:00:00,10:05,"Cadmium, Dissolved",ug/L,0.71,0.042,0.2,33.5758,-117.6125,Los Patrones Monitoring Project,"(33.5758, -117.6125)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5758, -117.6125)"
465,2022-03-29T00:00:00,10:05,"Chromium, Dissolved",ug/L,0.9,0.089,0.2,33.5758,-117.6125,Los Patrones Monitoring Project,"(33.5758, -117.6125)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5758, -117.6125)"
466,2022-03-29T00:00:00,10:05,"Copper, Dissolved",ug/L,25.0,0.23,0.5,33.5758,-117.6125,Los Patrones Monitoring Project,"(33.5758, -117.6125)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5758, -117.6125)"
467,2022-03-29T00:00:00,10:05,"Iron, Dissolved",ug/L,42.0,3.9,20.0,33.5758,-117.6125,Los Patrones Monitoring Project,"(33.5758, -117.6125)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5758, -117.6125)"
468,2022-03-29T00:00:00,10:05,"Nickel, Dissolved",ug/L,3.1,0.16,2.0,33.5758,-117.6125,Los Patrones Monitoring Project,"(33.5758, -117.6125)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5758, -117.6125)"
469,2022-03-29T00:00:00,10:05,"Lead, Dissolved",ug/L,0.39,0.083,0.2,33.5758,-117.6125,Los Patrones Monitoring Project,"(33.5758, -117.6125)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5758, -117.6125)"
470,2022-03-29T00:00:00,10:05,"Selenium, Dissolved",ug/L,0.82,0.067,0.4,33.5758,-117.6125,Los Patrones Monitoring Project,"(33.5758, -117.6125)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5758, -117.6125)"
471,2022-03-29T00:00:00,10:05,"Thallium, Dissolved",ug/L,,0.021,0.2,33.5758,-117.6125,Los Patrones Monitoring Project,"(33.5758, -117.6125)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5758, -117.6125)"
472,2022-03-29T00:00:00,10:05,"Zinc, Dissolved",ug/L,,1.7,10.0,33.5758,-117.6125,Los Patrones Monitoring Project,"(33.5758, -117.6125)",2022-03-29,San Juan Cap,676,1.1,47.4,53.5,59.6,49.8,0.05,5.67,"(33.5758, -117.6125)"
473,2022-03-29T00:00:00,10:55,"Mercury, Dissolved",ug/L,,0.017,0.05,33.5534,-117.611,Los Patrones Monitoring Project,"(33.5534, -117.611)",2022-03-29,Rancho Missi,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5534, -117.611)"
474,2022-03-29T00:00:00,10:55,"Silver, Dissolved",ug/L,,0.13,0.2,33.5534,-117.611,Los Patrones Monitoring Project,"(33.5534, -117.611)",2022-03-29,Rancho Missi,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5534, -117.611)"
475,2022-03-29T00:00:00,10:55,"Arsenic, Dissolved",ug/L,8.1,0.074,0.4,33.5534,-117.611,Los Patrones Monitoring Project,"(33.5534, -117.611)",2022-03-29,Rancho Missi,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5534, -117.611)"
476,2022-03-29T00:00:00,10:55,"Cadmium, Dissolved",ug/L,,0.042,0.2,33.5534,-117.611,Los Patrones Monitoring Project,"(33.5534, -117.611)",2022-03-29,Rancho Missi,495,1.08,47.3,53.7,60.1,50.4,0.02,5.62,"(33.5534, -117.611)"
